year,course_code,name,teacher,faculty,term,schedule,classroom,summary_excerpt,p_key
2026,ECNA391S,ゼミナールII（情報産業の経済分析／春学期）,土門　晃二,社学,春学期,水３時限,１４-４０６（演習室）,【春学期】　情報産業は、他の産業に比べ近年急速に発展している。インターネッ......,1800001273012026180000127318
2026,ECNE301S,ゼミナールII（ゲーム理論とその応用／春学期）,戸田　学,社学,春学期,火５時限,１４-４０７,最近、経済学や経営学の様々な分野においてゲーム理論が応用される機会が増えて......,1800001277012026180000127718
2026,MANX341S,ゼミナールII（多国籍企業の研究／春学期）,長谷川　信次,社学,春学期,水４時限,１１-６０６,ゼミナールIで習得した国際経営についての知識と問題意識をもとに、ゼミナールI......,1800001291012026180000129118
2026,CMMC301S GSSC301S,ゼミナールII（企業財務論研究／春学期）,葛山　康典,社学,春学期,火５時限,１４-５０５,この演習では、ゼミナールIで習得した企業財務の理論をさらに深く理解するこ......,1800001293012026180000129318
2026,GSSC401S,ゼミナールIII（労働研究／春学期）,篠田　徹／小山　淑子,社学,春学期,水２時限,-,受講生は、講師と相談しながら自身の関心に応じて、 上記に関連したテーマの研......,1800001313012026180000131318
2026,ARSB491S,ゼミナールIII（中国研究／春学期）,劉　傑,社学,春学期,火４時限,１４-４０５,21世紀の世界を理解するうえで、中国は最も重要な研究対象の一つとなっている......,1800001323012026180000132318
2026,ECNA461S,ゼミナールIII（環境及び資源経済学研究／春学期）,赤尾　健一,社学,春学期,月５時限,１４-４０８,テキストの輪読と各人の自由な研究報告、そしてそれらに対する全員での議論によ......,1800001331012026180000133118
2026,GSSH401S,ゼミナールIII（コミュニティ開発／春学期）,早田　宰,社学,春学期,火５時限,１４-４０３,＜ゼミナールⅡ＞ ラボ活動をおこないます。今年度は「唐津ラボ」を基本とします......,1800001333012026180000133318
2026,SOCX461S,ゼミナールIII（現代社会学研究／春学期）,周藤　真也,社学,春学期,水４時限,１２-４０２,社会学の応用的なテキストの講読とテーマ研究を通して、「言語論的転回」や「文......,1800001347012026180000134718
2026,CMFC481S,ゼミナールIII（異文化コミュニケーション研究／春学期）,花光　里香,社学,春学期,水２時限,１４-６０４,ゼミナールIで得た基礎的な知識を発展させ、より深いテーマ、専門的な文献に取......,1800001349012026180000134918
2026,LNGI481S,ゼミナールIII（メディアと言語の研究／春学期）,笹原　宏之,社学,春学期,月５時限,１４-４０１,マスメディアからパーソナルメディアまで、私たちは様々な媒体で、情報を交換......,1800001351012026180000135118
2026,POLX491S,ゼミナールIII（政治思想研究／春学期）,千葉　清史,社学,春学期,火３時限,14-507共同利用研究室２,今年度は厚見先生がサバティカルをとられているので、代理で千葉が担当しま......,1800001361012026180000136118
2026,INTA491S,ゼミナールIII（国際関係研究／春学期）,奥迫　元,社学,春学期,火３時限,１４-４０５,ゼミナールII・IIIは、原則として、ゼミナールI最終時に各自が提示した自らの......,1800001365012026180000136518
2026,LAWB411S,ゼミナールIII（契約法研究／春学期）,吉田　和夫,社学,春学期,火３時限,14-510共同利用研究室５,ゼミナールＩで学んだ民法全般の知識を前提に、主に契約にかかわる様々な法律......,1800001375012026180000137518
2026,LAWG411S,ゼミナールIII（Study of Environmental Law／春学期）,黒川　哲志,社学,春学期,水４時限,14-506共同利用研究室１,This course is conducted inJapanese as well asEnglish.　教員は日本語80%英......,1800001379012026180000137918
2026,LAWE411S,ゼミナールIII（国際経済法研究／春学期）,福永　有夏,社学,春学期,水５時限,１４-５１６,日本や主要国の対外経済政策を学び提言を行う。 貿易や投資に関する日本語及び......,1800001381012026180000138118
2026,LAWG451S,ゼミナールIII（医療と法／春学期）,横野　恵,社学,春学期,月２時限,１４-４０６（演習室）,臓器移植や生殖補助医療、終末期医療等に関する議論が示しているように、医療......,1800001383012026180000138318
2026,ECNA401S,ゼミナールIII（Economic Analysis of the World Economy／春学期）,弦間　正彦,社学,春学期,月４時限,14-510共同利用研究室５,"Dependent on the COVID-19 situation and works we do, we will occasionally ......",1800001385012026180000138518
2026,ECNA401S,ゼミナールIII（経済と環境の実証分析／春学期）,鷲津　明由,社学,春学期,月３時限,14-807共同利用研究室８,ゼミナールII・ゼミナールIIIでは、各自の選んだ研究テーマに従い、研究を進め......,1800001393012026180000139318
2026,ECNA491S,ゼミナールIII（情報産業の経済分析／春学期）,土門　晃二,社学,春学期,水３時限,１４-４０６（演習室）,【春学期】　情報産業は、他の産業に比べ近年急速に発展している。インターネッ......,1800001395012026180000139518
2026,ECNE401S,ゼミナールIII（ゲーム理論とその応用／春学期）,戸田　学,社学,春学期,火５時限,１４-４０７,最近、経済学や経営学の様々な分野においてゲーム理論が応用される機会が増えて......,1800001399012026180000139918
2026,CMMM401S,ゼミナールIII（マーケティング管理研究／春学期）,野口　智雄,社学,春学期,金３時限,１４-４０８,今学期のゼミナールは、とりあえず対面を予定しています。ただし、リアルタイ......,1800001401012026180000140118
2026,MANX441S,ゼミナールIII（多国籍企業の研究／春学期）,長谷川　信次,社学,春学期,水４時限,１１-６０６,ゼミナールIで習得した国際経営についての知識と問題意識をもとに、ゼミナールI......,1800001413012026180000141318
2026,CMMC401S GSSC401S,ゼミナールIII（企業財務論研究／春学期）,葛山　康典,社学,春学期,火５時限,１４-５０５,この演習では、ゼミナールIで習得した企業財務の理論をさらに深く理解するこ......,1800001415012026180000141518
2026,ACCX311S,ゼミナールII（財務会計研究／春学期）,菅野　浩勢,社学,春学期,月３時限,１４-４０１,現在、世界の会計基準は、国際会計基準審議会（IASB）が公表する国際会計基準......,1800001427012026180000142718
2026,ACCX411S,ゼミナールIII（財務会計研究／春学期）,菅野　浩勢,社学,春学期,月３時限,１４-４０１,現在、世界の会計基準は、国際会計基準審議会（IASB）が公表する国際会計基準......,1800001429012026180000142918
2026,LAWC311S,ゼミナールII（刑法研究／春学期）,仲道　祐樹,社学,春学期,火４時限,１４-５１４,刑法総論・各論の重要判例について検討します。その際、刑法は何のためにある......,1800001443012026180000144318
2026,LAWC411S,ゼミナールIII（刑法研究／春学期）,仲道　祐樹,社学,春学期,火４時限,１４-５１４,刑法総論・各論の重要判例について検討します。その際、刑法は何のためにある......,1800001445012026180000144518
2026,GSSH301S,ゼミナールII（空間映像研究／春学期）,佐藤　洋一,社学,春学期,火４時限,１２-４０１,都市空間や生活空間を対象に、写真や映像を主な手段としながら、調査研究を進め......,1800001456012026180000145618
2026,GSSH401S,ゼミナールIII（空間映像研究／春学期）,佐藤　洋一,社学,春学期,火４時限,１２-４０１,都市空間や生活空間を対象に、写真や映像を主な手段としながら、調査研究を進め......,1800001458012026180000145818
2026,GSSH101L ADEX151L,コミュニティデザイン,益子　智之,社学,春クォーター,01:月１時限 02:月２時限,01:７-２０５ 02:７-２０５,コミュニティデザインは、1960年前後に米国で提唱され、半世紀以上にわたって......,1800001460012026180000146018
2026,GSSF201P,社会デザインの思考と技法 ４〔参加のデザイン技術〕,百武　ひろ子,社学,春クォーター,01:月４時限 02:月５時限,01:１４-６０４ 02:１４-６０４,創造的な成果を生み出すために集まった集団が、その目的を達成するためには、......,1800001462012026180000146218
2026,GSSF101L,環境表現論 I,佐藤　洋一／瀬尾　夏美,社学,春学期,水３時限,１４-１０２,本授業は、「歩くこと」と「記録すること」を出発点に、環境をまなざし、他者と......,1800001465012026180000146518
2026,CMFE221P,社会デザインの思考と技法 ３〔社会言語としての写真・映像〕,佐藤　洋一／礒崎　未菜／清水　健太,社学,春学期,01:火２時限 02:火３時限,01:１５-０４ 02:１５-０４,写真や映像を用いたコミュニケーションは、現代社会において日常に密接した営み......,1800001467012026180000146718
2026,ECNA321S,ゼミナールII（Study of International Financial Systems／春学期）,北村　能寛,社学,春学期,水３時限,14-805共同利用研究室６,"Given basic skills in macro-, micro-economics, and regression analysis, pa......",1800001492012026180000149218
2026,ECNA421S,ゼミナールIII（Study of International Financial Systems／春学期）,北村　能寛,社学,春学期,水３時限,14-805共同利用研究室６,"Given basic skills in macro-, micro-economics, and regression analysis, pa......",1800001494012026180000149418
2026,INTB221P,紛争解決論実習 ２,奥迫　元／利根川　佳子,社学,夏季集中,無その他,-,武力紛争が行われた地域、あるいは分離独立の問題が生じた地域における社会と、......,1800001497012026180000149718
2026,INTB121L,平和学 I,堀　芳枝,社学,春学期,火４時限,１４-２０１,平和学とは二度の世界大戦を踏まえ1950年代の冷戦下での全面戦争回避、核廃絶......,1800001500012026180000150018
2026,ECNA351L,法と経済学 II,土門　晃二,社学,春学期,月３時限,１４-４０６（演習室）,この授業では、中級ミクロ経済学を用いて知的財産権について考察する。健全な市......,1800001501012026180000150118
2026,INTB351L,人間の安全保障論,利根川　佳子,社学,夏クォーター,01:火２時限 02:火３時限,01:１４-６０４ 02:１４-６０４,「人間の安全保障（human　security）」は、人間を中心に据えた安全保障の考え......,1800001502012026180000150218
2026,CMFC231L,公共文化論 １,小長谷　英代,社学,春学期,火４時限,１４-４０３,「文化」とは何か、「公共」とは何か―この授業では｢公共文化/ public culture｣......,1800001565012026180000156518
2026,POLX271L POLX231L,比較政治制度論 １,池谷　知明,社学,春学期,水２時限,３-２０２（CTLT Classroom2）,主要先進デモクラシー諸国－アメリカ、イギリス、フランス、ドイツ、イタリア－......,1800001567012026180000156718
2026,POLX331S,ゼミナールII（比較政治研究／春学期）,池谷　知明,社学,春学期,水４時限,１４-６０４,先進デモクラシー諸国を中心に、各国の政治制度を実証、理論のいずれか、あるい......,1800001570012026180000157018
2026,POLX431S,ゼミナールIII（比較政治研究／春学期）,池谷　知明,社学,春学期,水４時限,１４-６０４,先進デモクラシー諸国を中心に、各国の政治制度を実証、理論のいずれか、あるい......,1800001572012026180000157218
2026,ECNE301S,ゼミナールII（応用マクロ経済学研究／春学期）,及川　浩希,社学,春学期,月４時限,１４-５１５,マクロ経済学とその関連分野の文献を輪読する。対象とする文献は基本的には英語......,1800001575012026180000157518
2026,ECNE401S,ゼミナールIII（応用マクロ経済学研究／春学期）,及川　浩希,社学,春学期,月４時限,１４-５１５,マクロ経済学とその関連分野の文献を輪読する。対象とする文献は基本的には英語......,1800001577012026180000157718
2026,CMFC331S,ゼミナールII（公共文化研究／春学期）,小長谷　英代,社学,春学期,水３時限,１４-５０５,｢公共文化(public culture)｣の概念を焦点に、｢文化｣と社会、政治、経済等との複......,1800001580012026180000158018
2026,CMFC431S,ゼミナールIII（公共文化研究／春学期）,小長谷　英代,社学,春学期,水３時限,１４-５０５,｢公共文化(public culture)｣の概念を焦点に、｢文化｣と社会、政治、経済等との複......,1800001582012026180000158218
2026,POLX271L,現代政治制度論（スペイン）,野上　和裕,社学,春学期,木１時限,１４-５０２,この授業は、比較政治学の一部を構成する政治制度論の一つで、スペインの現代の......,1800001584012026180000158418
2026,LAWF211L,雇用関係法 I,滝原　啓允,社学,春学期,金４時限,１４-Ｂ１０１,労働法は、労働者と使用者との間の労働関係を規整する法律の総称ですが、皆さ......,1800001596012026180000159618
2026,LAWF311L,労使関係法,滝原　啓允,社学,春学期,金３時限,１４-１０２,集団的労働法は、労働者集団（主として、労働組合）と使用者または使用者団体......,1800001599012026180000159918
2026,MGTX361L STAX301L,経営科学 ２,須子　統太,社学,春学期,01:無フルOD 02:無フルOD,01:- 02:-,経営科学は、企業だけでなく様々な組織における意思決定において、勘や経験に頼......,1800001674012026180000167418
2026,ECNT221L,実証経済学,王　在吉,社学,春学期,金３時限,１４-４０６（演習室）,「実証経済学」では、経済学の理論モデルが現実社会の経済活動を正確に描写する......,1800001676012026180000167618
2026,MGTX361S STAX301S,ゼミナールII（経営科学／春学期）,須子　統太,社学,春学期,水４時限,１４-４０５,近年、様々な経営上の判断において、統計・データ解析の重要性が増してきていま......,1800001680012026180000168018
2026,MGTX461S STAX401S,ゼミナールIII（経営科学／春学期）,須子　統太,社学,春学期,水４時限,１４-４０５,近年、様々な経営上の判断において、統計・データ解析の重要性が増してきていま......,1800001682012026180000168218
2026,LAWC211L,刑法各論 １〔個人、社会、国家に対する罪〕,芥川　正洋,社学,春学期,無フルOD,-,【授業の狙い】刑法は、犯罪と刑罰を定める法律です。どのような行為を行えば犯......,1800001691012026180000169118
2026,ECNT311L,制度設計の経済学 I,笠島　洋一,社学,春学期,水２時限,１４-４０１,本講義では、経済問題における制度設計のあり方について、主にミクロ経済学的な......,1800001720012026180000172018
2026,ECNA231L,公共経済論 I,笠島　洋一,社学,春学期,金１時限,１４-４０９,本講義では、公共部門（政府）の役割や経済活動を経済学的に分析する。まず、競......,1800001722012026180000172218
2026,ECNH101L,比較経済史 1,君塚　弘恭,社学,春学期,無フルOD,-,この授業は、全回オンデマンド配信で行われます。　　歴史学分野の中でも、「......,1800001725012026180000172518
2026,ECNH201L,商業史 I,君塚　弘恭,社学,春学期,火３時限,１５-１０１,商業は、古くから人間が世界中で営んできた経済活動の一つです。歴史を遡れば......,1800001727012026180000172718
2026,PHLS101L,社会科学方法論　Ａ,吉田　敬,社学,春学期,水４時限,１４-５０５,社会科学上の例や論争を手がかりに、社会科学方法論における主要な哲学的主張を......,1800001729012026180000172918
2026,LAWC381L,犯罪学,島田　貴仁,社学,春学期,月２時限,８-Ｂ１０１,本講義では３つを主目的とする。第一に、テレビや新聞では重大事件がセンセーシ......,1800001730012026180000173018
2026,LAWG321L,知的財産権法（著作権法）,今村　哲也,社学,春学期,無フルOD,-,知的財産法のうち，創作的表現をめぐる関係人の利害を調整する法制度である著作......,1800001731012026180000173118
2026,ECNT391S,ゼミナールII（制度設計の経済学／春学期）,笠島　洋一,社学,春学期,金２時限,１４-４０９,制度設計の経済学に関連した文献を輪読する。発表者は指定されたテキストの範囲......,1800001746012026180000174618
2026,ECNH301S,ゼミナールII（比較経済史研究／春学期）,君塚　弘恭,社学,春学期,水４時限,１４-４０８,2025年度の比較経済史研究ゼミII・III（春学期）は、2022年度ゼミI及びゼミII......,1800001747012026180000174718
2026,PHLS311S,ゼミナールII（社会科学の哲学／春学期）,吉田　敬,社学,春学期,水３時限,14-506共同利用研究室１,社会科学の哲学とは科学哲学の一部門であり、社会科学（経済学、社会学、人類学......,1800001748012026180000174818
2026,ECNT491S,ゼミナールIII（制度設計の経済学／春学期）,笠島　洋一,社学,春学期,金２時限,１４-４０９,制度設計の経済学に関連した文献を輪読する。発表者は指定されたテキストの範囲......,1800001752012026180000175218
2026,ECNH491S,ゼミナールIII（比較経済史研究／春学期）,君塚　弘恭,社学,春学期,水４時限,１４-４０８,2025年度の比較経済史研究ゼミII・III（春学期）は、2022年度ゼミI及びゼミII......,1800001753012026180000175318
2026,PHLS491S,ゼミナールIII（社会科学の哲学／春学期）,吉田　敬,社学,春学期,水３時限,14-506共同利用研究室１,社会科学の哲学とは科学哲学の一部門であり、社会科学（経済学、社会学、人類学......,1800001754012026180000175418
2026,ACCX101L,会計学入門　Ａ,福島　隆,社学,春学期,火２時限,１５-１０２,この授業では、「会計学」について浅く広く講義する。具体的には、会社の財務......,1800001760012026180000176018
2026,LAWG351L,生命倫理と法 １〔生命の始期に関わる諸問題〕,北尾　仁宏,社学,春学期,火２時限,１４-５０１,この講義では、生命の始期を中心に、配偶子から小児期までをめぐる様々な問題......,1800001769012026180000176918
2026,POLX351S,ゼミナールII（行政・地域自治研究／春学期),稲生　信男,社学,春学期,水３時限,１４-５１４,行政の世界では、国にせよ地方にせよ技術的合理性と政治的非合理性とが交錯する......,1800001775012026180000177518
2026,PHLW381S,ゼミナールII（哲学・倫理学／春学期),千葉　清史,社学,春学期,水４時限,１４-８１０(院生指導室）,本ゼミナールの目標は、哲学における古典的ならびに現代的問題とその様々な......,1800001776012026180000177618
2026,POLX451S,ゼミナールIII（行政・地域自治研究／春学期）,稲生　信男,社学,春学期,水３時限,１４-５１４,行政の世界では、国にせよ地方にせよ技術的合理性と政治的非合理性とが交錯する......,1800001779012026180000177918
2026,PHLW481S,ゼミナールIII（哲学・倫理学／春学期）,千葉　清史,社学,春学期,水４時限,１４-８１０(院生指導室）,本ゼミナールの目標は、哲学における古典的ならびに現代的問題とその様々な......,1800001780012026180000178018
2026,POLX251L,地域自治論 １,稲生　信男,社学,春学期,火２時限,１４-４０３,近年我が国の地方自治をめぐる状況は大きく変貌を遂げている｡一連の地方分権改......,1800001783012026180000178318
2026,ECNA101L,経営のための経済学,土門　晃二,社学,春学期,01:月４時限 02:水５時限,01:１４-５０１ 02:１４-５０１,ミクロ経済学の基礎を学びながら、企業の様々な戦略について学ぶ。各テーマにつ......,1800001803012026180000180318
2026,ECNT201L,マクロ経済学,及川　浩希,社学,春学期,01:水２時限 02:無フルOD,01:１４-４０５ 02:-,本講義では、一国全体の経済現象を分析するための統計の見方と理論的枠組みを体......,1800001805012026180000180518
2026,ECNT301L,応用マクロ経済学,及川　浩希,社学,春クォーター,01:水３時限 02:水４時限,01:１４-６０７（ゼミ室１） 02:１４-６０７（ゼミ室１）,本講義では、学部レベルのマクロ経済学を既習であることを前提とし、ミクロ的基......,1800001806012026180000180618
2026,ECNA301L,応用ミクロ経済学 １,篠塚　友一,社学,春学期,無フルOD,-,ミクロ経済学の厚生経済学、財政学および国際経済学への応用について講義する。......,1800001822012026180000182218
2026,ARSA381S,ゼミナールII（Modern Japanese Studies／春学期),ローズ　ミーガン　キャサリン,社学,春学期,月４時限,-,This course will introduce students to major social changes in contemporar......,1800001826012026180000182618
2026,ARSA481S,ゼミナールIII（Modern Japanese Studies／春学期）,ローズ　ミーガン　キャサリン,社学,春学期,月４時限,-,This course will introduce students to major social changes in contemporar......,1800001828012026180000182818
2026,ARSA181L,日本研究　１,呂　イェジ,社学,春学期,金２時限,１４-５０２,このコースは、読解、ライティング、ディスカッションを重視したインテンシブな......,1800001830012026180000183018
2026,INTA351S,ゼミナールII（ヨーロッパ市民社会研究／春学期）,鈴木　規子,社学,春学期,水３時限,１４-４０７,このゼミナールでは、ゼミナールⅠで学んだ国際社会学の理論を用いて、ヨーロッ......,1800001887012026180000188718
2026,INTA451S,ゼミナールIII（ヨーロッパ市民社会研究／春学期）,鈴木　規子,社学,春学期,水３時限,１４-４０７,このゼミナールでは、ゼミナールⅠで学んだ国際社会学の理論を用いて、ヨーロッ......,1800001889012026180000188918
2026,PHLT341S GSSE301S,ゼミナールII（福祉社会研究／春学期）,寺尾　範野,社学,春学期,火４時限,１４-５０５,このゼミナールでは、福祉にかかわる諸課題（格差・貧困、少子高齢化、障害、ジ......,1800001893012026180000189318
2026,PHLT441S GSSE401S,ゼミナールIII（福祉社会研究／春学期）,寺尾　範野,社学,春学期,火４時限,１４-５０５,このゼミナールでは、福祉にかかわる諸課題（格差・貧困、少子高齢化、障害、ジ......,1800001895012026180000189518
2026,GSSF301S AGCE331S,ゼミナールII（農村デザイン研究／春学期）,落合　基継,社学,春学期,火５時限,１４-６０４,農村デザイン研究は，「農村地域における課題の発見・解決の学問」です。つまり......,1800001899012026180000189918
2026,GSSF401S AGCE431S,ゼミナールIII（農村デザイン研究／春学期）,落合　基継,社学,春学期,火５時限,１４-６０４,農村デザイン研究は，「農村地域における課題の発見・解決の学問」です。つまり......,1800001901012026180000190118
2026,ANTP381S,ゼミナールII（人類進化モデル／春学期）,中橋　渉,社学,春学期,月４時限,１４-５１６,人間社会について考えるために、ヒトという生き物に関係することを各自で研究す......,1800001905012026180000190518
2026,ANTP481S,ゼミナールIII（人類進化モデル／春学期）,中橋　渉,社学,春学期,月４時限,１４-５１６,人間社会について考えるために、ヒトという生き物に関係することを各自で研究す......,1800001907012026180000190718
2026,POLX311S,ゼミナールII（選挙・世論研究／春学期）,遠藤　晶久,社学,春学期,火２時限,14-807共同利用研究室８,政治学というと首相や政党、政治家、官僚といった政策決定にかかわるアクターに......,1800001911012026180000191118
2026,POLX411S,ゼミナールIII（選挙・世論研究／春学期）,遠藤　晶久,社学,春学期,火２時限,14-807共同利用研究室８,政治学というと首相や政党、政治家、官僚といった政策決定にかかわるアクターに......,1800001913012026180000191318
2026,ECNT321S,ゼミナールII（応用計量経済学研究／春学期）,荒井　洋一,社学,春学期,水５時限,１４-４０８,ゼミナールIで学んだ計量経済学を基礎として、各自が興味のある現実の問題につ......,1800001917012026180000191718
2026,ECNT421S,ゼミナールIII（応用計量経済学研究／春学期）,荒井　洋一,社学,春学期,水５時限,１４-４０８,ゼミナールIで学んだ計量経済学を基礎として、各自が興味のある現実の問題につ......,1800001919012026180000191918
2026,INFR301S MGTX351S,ゼミナールII（情報科学／春学期）,中島　健一,社学,春学期,火１時限,-,この演習では、ゼミナールIで習得したオペレーションズマネジメント分野の理論......,1800001923012026180000192318
2026,INFR411S MANX461S,ゼミナールIII（情報科学／春学期）,中島　健一,社学,春学期,火１時限,-,この演習では、ゼミナールIで習得したオペレーションズマネジメント分野の理論......,1800001925012026180000192518
2026,POLX211L,現代選挙論 １,遠藤　晶久,社学,春学期,水１時限,１５-２０２,現代民主政治の主たる入力過程である選挙について、その実態と今後の在り方に......,1800001931012026180000193118
2026,GSSF101L AGCE131L,地域計画システム論 I,落合　基継,社学,夏クォーター,01:月４時限 02:無フルOD,01:１５-４０１ 02:-,本講義では，「地域計画システム」として，様々なレベル・種類の地域計画の内容......,1800001935012026180000193518
2026,PHLT131L,近代経済社会思想史 １,寺尾　範野,社学,春学期,水２時限,３-７０３,社会科学ではしばしば「近代」や「近代社会」ということばが用いられるが、それ......,1800001937012026180000193718
2026,PHLT231L,比較近代社会思想 １,寺尾　範野,社学,春学期,金２時限,１５-１０１,19世紀から現代にかけての日本とイギリスにおいて現れた社会思想を貧困への対処......,1800001939012026180000193918
2026,GSSA101L,社会、社会科学のなかの自然科学,中橋　渉,社学,春学期,火２時限,１４-４０１,自然科学の知識は、法律の制定や組織の運営、政策の決定など、様々な社会科学的......,1800001941012026180000194118
2026,ANTP101L,理論人類学 １,中橋　渉,社学,春学期,火４時限,１４-５１５,人間理解のためには、ヒトの生物学的性質を進化的観点から理論的にとらえること......,1800001942012026180000194218
2026,INFY101L,情報科学論,中島　健一,社学,春学期,01:水３時限 02:水４時限,01:１４-６１３ 02:１４-６１３,グローバル化，複雑化する現代社会において，情報科学の果たす役割は益々重要に......,1800001945012026180000194518
2026,GSSA311L ECNA361L LIFX331L,社会科学総合研究（食の社会科学）,君塚　弘恭／柴田　惠美,社学,春学期,金４時限,１４-６０４,「社会科学総合研究（食の社会科学）」は、教員によるオムニバス講義と履修者......,1800001949012026180000194918
2026,MGTX251L,ビジネスのためのデータサイエンス,石田　崇,社学,春学期,01:金３時限 02:金４時限,01:１４-６１４ 02:１４-６１４,データサイエンスはデータを適切に分析しながら有用な知見や情報を獲得するため......,1800001950012026180000195018
2026,ACCX221L,経営分析,高橋　克幸,社学,春学期,木４時限,１４-４０２,本講義は、会計情報を用いて企業の経営活動を分析する、「経営分析」または「財......,1800001951012026180000195118
2026,MGTX241L,品質管理,中島　健一,社学,春学期,水２時限,１４-６１３,品質管理とは，企業・組織が提供している有形，無形の製品・サービスの顧客視点......,1800001961012026180000196118
2026,BSPX101S,ラーニング・コミュニティ Ａ,稲生　信男,社学,春クォーター,水４時限,３-２０３（CTLT Classroom3）,本科目は、初年次教育の科目です。大学での学び方を学びます。大学生活をスム......,1800001962012026180000196218
2026,BSPX101S,ラーニング・コミュニティ Ｂ,落合　基継,社学,春クォーター,水５時限,１４-６０４,本科目は、初年次教育の科目です。大学での学び方を学びます。大学生活をスム......,1800001962022026180000196218
2026,BSPX101S,ラーニング・コミュニティ Ｃ,葛山　康典,社学,春クォーター,水５時限,１４-５１４,本科目は、初年次教育の科目です。大学での学び方を学びます。大学生活をスム......,1800001962032026180000196218
2026,BSPX101S,ラーニング・コミュニティ Ｄ,釜野　さおり,社学,春クォーター,金５時限,１４-５１４,本科目は、初年次教育の科目です。大学での学び方を学びます。大学生活をスム......,1800001962042026180000196218
2026,BSPX101S,ラーニング・コミュニティ Ｅ,菅野　浩勢,社学,春クォーター,月４時限,１４-４０４,本科目は、新入生が大学生活をスムーズにスタートできるように、大学での学び......,1800001962052026180000196218
2026,BSPX101S,ラーニング・コミュニティ Ｆ,黒川　哲志,社学,春クォーター,水５時限,１４-１０１,本科目は、初年次教育の科目です。大学での学び方を学びます。大学生活をスム......,1800001962062026180000196218
2026,BSPX101S,ラーニング・コミュニティ Ｇ,黒田　智,社学,春クォーター,水５時限,１４-４０２,本科目は、初年次教育の科目です。大学での学び方を学びます。大学生活をスム......,1800001962072026180000196218
2026,BSPX101S,ラーニング・コミュニティ Ｈ,小長谷　英代,社学,春クォーター,水４時限,１４-５０２,本科目は、初年次教育の科目です。大学での学び方を学びます。大学生活をスム......,1800001962082026180000196218
2026,BSPX101S,ラーニング・コミュニティ Ｉ,笹原　宏之,社学,春クォーター,月４時限,１４-４０１,本科目は、初年次教育の科目です。大学での学び方を学びます。大学生活をスム......,1800001962092026180000196218
2026,BSPX101S,ラーニング・コミュニティ Ｊ,佐藤　信吾,社学,春クォーター,水４時限,１４-４０４,本科目は、初年次教育の科目です。大学での学び方を学びます。大学生活をスム......,1800001962102026180000196218
2026,BSPX101S,ラーニング・コミュニティ Ｋ,佐藤　洋一,社学,春クォーター,月４時限,１４-４０２,本科目は、初年次教育の科目です。大学での学び方を学びます。大学生活をスム......,1800001962112026180000196218
2026,BSPX101S,ラーニング・コミュニティ Ｌ,早田　宰,社学,春クォーター,金５時限,１４-５１５,本科目は、初年次教育の科目です。大学での学び方を学びます。大学生活をスム......,1800001962122026180000196218
2026,BSPX101S,ラーニング・コミュニティ Ｍ,利根川　佳子,社学,春クォーター,金４時限,１４-４０８,本科目は、初年次教育の科目です。大学での学び方を学びます。大学生活をスムー......,1800001962132026180000196218
2026,BSPX101S,ラーニング・コミュニティ Ｎ,土門　晃二,社学,春クォーター,水４時限,１４-４０３,本科目は、初年次教育の科目です。大学での学び方を学びます。大学生活をスム......,1800001962142026180000196218
2026,BSPX101S,ラーニング・コミュニティ Ｏ,中島　健一,社学,春クォーター,水５時限,１４-６１３,本科目は、初年次教育の科目です。大学での学び方を学びます。大学生活をスム......,1800001962152026180000196218
2026,BSPX101S,ラーニング・コミュニティ Ｐ,中橋　渉,社学,春クォーター,月５時限,３-２０１（CTLT Classroom1）,本科目は、初年次教育の科目です。大学での学び方を学びます。大学生活をスム......,1800001962162026180000196218
2026,BSPX101S,ラーニング・コミュニティ Ｑ,堀　芳枝,社学,春クォーター,金５時限,１４-４０７,本科目は、初年次教育の科目です。大学での学び方を学びます。大学生活をスム......,1800001962172026180000196218
2026,BSPX101S,ラーニング・コミュニティ Ｒ,山崎　薫,社学,春クォーター,月４時限,１４-４０８,本科目は、初年次教育の科目です。大学での学び方を学びます。大学生活をスム......,1800001962182026180000196218
2026,BSPX101S,ラーニング・コミュニティ Ｓ,笠島　洋一,社学,春クォーター,水４時限,１４-５１４,本科目は、初年次教育の科目です。大学での学び方を学びます。大学生活をスム......,1800001962192026180000196218
2026,BSPX101S,ラーニング・コミュニティ Ｔ,劉　傑,社学,春クォーター,金４時限,１４-５１５,本科目は、初年次教育の科目です。大学での学び方を学びます。大学生活をスム......,1800001962202026180000196218
2026,STSX121L STSX151L,科学技術・イノベーション概論,丸山　浩平／岡村　麻子／斉藤　卓也／手嶋　達也／湯沢　友之,社学,春学期,木５時限,１４-５０１,本授業の主たるテーマは、「いかなる科学技術のマネジメントによって、社会を豊......,1800001965012026180000196518
2026,LAWF321S,ゼミナールII（社会保障と人権／春学期）,棟居　徳子,社学,春学期,火５時限,１４-４０２,このゼミナールでは、社会保障に関連する研究テーマについて、主に人権保障の観......,1800001967012026180000196718
2026,LAWF421S,ゼミナールIII（社会保障と人権／春学期）,棟居　徳子,社学,春学期,火５時限,１４-４０２,このゼミナールでは、社会保障に関連する研究テーマについて、主に人権保障の観......,1800001969012026180000196918
